,Date,ProvinceState,Country,Lat,Long,Confirmed,Deaths
43,2020-01-22,New Brunswick,Canada,46.5653,-66.4619,0,0
44,2020-01-22,Newfoundland and Labrador,Canada,53.1355,-57.6604,0,0
45,2020-01-22,Nova Scotia,Canada,44.682,-63.7443,0,0
46,2020-01-22,Ontario,Canada,51.2538,-85.3232,0,0
47,2020-01-22,Prince Edward Island,Canada,46.5107,-63.4168,0,0
48,2020-01-22,Quebec,Canada,52.9399,-73.5491,0,0
49,2020-01-22,Saskatchewan,Canada,52.9399,-106.4509,0,0
50,2020-01-22,Diamond Princess,Canada,0.0,0.0,0,0
51,2020-01-22,Recovered,Canada,0.0,0.0,0,0
52,2020-01-22,Northwest Territories,Canada,64.8255,-124.8457,0,0
53,2020-01-22,Yukon,Canada,64.2823,-135.0,0,0
54,2020-01-22,,Central African Republic,6.6111,20.9394,0,0
55,2020-01-22,,Chad,15.4542,18.7322,0,0
56,2020-01-22,,Chile,-35.6751,-71.543,0,0
57,2020-01-22,Anhui,China,31.8257,117.2264,1,0
58,2020-01-22,Beijing,China,40.1824,116.4142,14,0
59,2020-01-22,Chongqing,China,30.0572,107.874,6,0
60,2020-01-22,Fujian,China,26.0789,117.9874,1,0
61,2020-01-22,Gansu,China,37.8099,101.0583,0,0
62,2020-01-22,Guangdong,China,23.3417,113.4244,26,0
63,2020-01-22,Guangxi,China,23.8298,108.7881,2,0
64,2020-01-22,Guizhou,China,26.8154,106.8748,1,0
65,2020-01-22,Hainan,China,19.1959,109.7453,4,0
66,2020-01-22,Hebei,China,39.549,116.1306,1,0
67,2020-01-22,Heilongjiang,China,47.862,127.7615,0,0
68,2020-01-22,Henan,China,33.882,113.614,5,0
69,2020-01-22,Hong Kong,China,22.3,114.2,0,0
70,2020-01-22,Hubei,China,30.9756,112.2707,444,17
71,2020-01-22,Hunan,China,27.6104,111.7088,4,0
72,2020-01-22,Inner Mongolia,China,44.0935,113.9448,0,0
73,2020-01-22,Jiangsu,China,32.9711,119.455,1,0
74,2020-01-22,Jiangxi,China,27.614,115.7221,2,0
75,2020-01-22,Jilin,China,43.6661,126.1923,0,0
76,2020-01-22,Liaoning,China,41.2956,122.6085,2,0
77,2020-01-22,Macau,China,22.1667,113.55,1,0
78,2020-01-22,Ningxia,China,37.2692,106.1655,1,0
79,2020-01-22,Qinghai,China,35.7452,95.9956,0,0
80,2020-01-22,Shaanxi,China,35.1917,108.8701,0,0
81,2020-01-22,Shandong,China,36.3427,118.1498,2,0
82,2020-01-22,Shanghai,China,31.202,121.4491,9,0
83,2020-01-22,Shanxi,China,37.5777,112.2922,1,0
84,2020-01-22,Sichuan,China,30.6171,102.7103,5,0
85,2020-01-22,Tianjin,China,39.3054,117.323,4,0
86,2020-01-22,Tibet,China,31.6927,88.0924,0,0
87,2020-01-22,Xinjiang,China,41.1129,85.2401,0,0
88,2020-01-22,Yunnan,China,24.974,101.487,1,0
89,2020-01-22,Zhejiang,China,29.1832,120.0934,10,0
90,2020-01-22,,Colombia,4.5709,-74.2973,0,0
91,2020-01-22,,Congo (Brazzaville),-4.0383,21.7587,0,0
92,2020-01-22,,Congo (Kinshasa),-4.0383,21.7587,0,0
93,2020-01-22,,Costa Rica,9.7489,-83.7534,0,0
94,2020-01-22,,Cote d'Ivoire,7.54,-5.5471,0,0
95,2020-01-22,,Croatia,45.1,15.2,0,0
96,2020-01-22,,Cuba,22.0,-80.0,0,0
97,2020-01-22,,Cyprus,35.1264,33.4299,0,0
98,2020-01-22,,Czechia,49.8175,15.473,0,0
99,2020-01-22,Faroe Islands,Denmark,61.8926,-6.9118,0,0
100,2020-01-22,Greenland,Denmark,71.7069,-42.6043,0,0
101,2020-01-22,,Denmark,56.2639,9.5018,0,0
102,2020-01-22,,Diamond Princess,0.0,0.0,0,0
103,2020-01-22,,Djibouti,11.8251,42.5903,0,0
104,2020-01-22,,Dominica,15.415,-61.371,0,0
105,2020-01-22,,Dominican Republic,18.7357,-70.1627,0,0
106,2020-01-22,,Ecuador,-1.8312,-78.1834,0,0
107,2020-01-22,,Egypt,26.0,30.0,0,0
108,2020-01-22,,El Salvador,13.7942,-88.8965,0,0
109,2020-01-22,,Equatorial Guinea,1.5,10.0,0,0
110,2020-01-22,,Eritrea,15.1794,39.7823,0,0
111,2020-01-22,,Estonia,58.5953,25.0136,0,0
112,2020-01-22,,Eswatini,-26.5225,31.4659,0,0
113,2020-01-22,,Ethiopia,9.145,40.4897,0,0
114,2020-01-22,,Fiji,-17.7134,178.065,0,0
115,2020-01-22,,Finland,64.0,26.0,0,0
116,2020-01-22,French Guiana,France,3.9339,-53.1258,0,0
117,2020-01-22,French Polynesia,France,-17.6797,149.4068,0,0
118,2020-01-22,Guadeloupe,France,16.25,-61.5833,0,0
119,2020-01-22,Mayotte,France,-12.8275,45.1662,0,0
120,2020-01-22,New Caledonia,France,-20.9043,165.618,0,0
121,2020-01-22,Reunion,France,-21.1351,55.2471,0,0
122,2020-01-22,Saint Barthelemy,France,17.9,-62.8333,0,0
123,2020-01-22,St Martin,France,18.0708,-63.0501,0,0
124,2020-01-22,Martinique,France,14.6415,-61.0242,0,0
125,2020-01-22,,France,46.2276,2.2137,0,0
126,2020-01-22,Saint Pierre and Miquelon,France,46.8852,-56.3159,0,0
127,2020-01-22,,Gabon,-0.8037,11.6094,0,0
128,2020-01-22,,Gambia,13.4432,-15.3101,0,0
129,2020-01-22,,Georgia,42.3154,43.3569,0,0
130,2020-01-22,,Germany,51.0,9.0,0,0
131,2020-01-22,,Ghana,7.9465,-1.0232,0,0
132,2020-01-22,,Greece,39.0742,21.8243,0,0
133,2020-01-22,,Grenada,12.1165,-61.679,0,0
134,2020-01-22,,Guatemala,15.7835,-90.2308,0,0
135,2020-01-22,,Guinea,9.9456,-9.6966,0,0
136,2020-01-22,,Guinea-Bissau,11.8037,-15.1804,0,0
137,2020-01-22,,Guyana,5.0,-58.75,0,0
138,2020-01-22,,Haiti,18.9712,-72.2852,0,0
139,2020-01-22,,Holy See,41.9029,12.4534,0,0
140,2020-01-22,,Honduras,15.2,-86.2419,0,0
141,2020-01-22,,Hungary,47.1625,19.5033,0,0
142,2020-01-22,,Iceland,64.9631,-19.0208,0,0
143,2020-01-22,,India,21.0,78.0,0,0
144,2020-01-22,,Indonesia,-0.7893,113.9213,0,0
145,2020-01-22,,Iran,32.0,53.0,0,0
146,2020-01-22,,Iraq,33.0,44.0,0,0
147,2020-01-22,,Ireland,53.1424,-7.6921,0,0
148,2020-01-22,,Israel,31.0,35.0,0,0
149,2020-01-22,,Italy,43.0,12.0,0,0
150,2020-01-22,,Jamaica,18.1096,-77.2975,0,0
151,2020-01-22,,Japan,36.0,138.0,2,0
152,2020-01-22,,Jordan,31.24,36.51,0,0
153,2020-01-22,,Kazakhstan,48.0196,66.9237,0,0
154,2020-01-22,,Kenya,-0.0236,37.9062,0,0
155,2020-01-22,,"Korea, South",36.0,128.0,1,0
156,2020-01-22,,Kosovo,42.602636,20.902977,0,0
157,2020-01-22,,Kuwait,29.5,47.75,0,0
158,2020-01-22,,Kyrgyzstan,41.2044,74.7661,0,0
159,2020-01-22,,Laos,19.85627,102.495496,0,0
160,2020-01-22,,Latvia,56.8796,24.6032,0,0
161,2020-01-22,,Lebanon,33.8547,35.8623,0,0
162,2020-01-22,,Liberia,6.4281,-9.4295,0,0
163,2020-01-22,,Libya,26.3351,17.228331,0,0
164,2020-01-22,,Liechtenstein,47.14,9.55,0,0
165,2020-01-22,,Lithuania,55.1694,23.8813,0,0
166,2020-01-22,,Luxembourg,49.8153,6.1296,0,0
167,2020-01-22,,MS Zaandam,0.0,0.0,0,0
168,2020-01-22,,Madagascar,-18.7669,46.8691,0,0
169,2020-01-22,,Malawi,-13.254307999999998,34.301525,0,0
170,2020-01-22,,Malaysia,2.5,112.5,0,0
171,2020-01-22,,Maldives,3.2028,73.2207,0,0
172,2020-01-22,,Mali,17.570692,-3.996166000000001,0,0
173,2020-01-22,,Malta,35.9375,14.3754,0,0
174,2020-01-22,,Mauritania,21.0079,10.9408,0,0
175,2020-01-22,,Mauritius,-20.2,57.5,0,0
176,2020-01-22,,Mexico,23.6345,-102.5528,0,0
177,2020-01-22,,Moldova,47.4116,28.3699,0,0
178,2020-01-22,,Monaco,43.7333,7.4167,0,0
179,2020-01-22,,Mongolia,46.8625,103.8467,0,0
180,2020-01-22,,Montenegro,42.5,19.3,0,0
181,2020-01-22,,Morocco,31.7917,-7.0926,0,0
182,2020-01-22,,Mozambique,-18.665695,35.529562,0,0
183,2020-01-22,,Namibia,-22.9576,18.4904,0,0
184,2020-01-22,,Nepal,28.1667,84.25,0,0
185,2020-01-22,Aruba,Netherlands,12.5186,-70.0358,0,0
186,2020-01-22,Curacao,Netherlands,12.1696,-68.99,0,0
187,2020-01-22,Sint Maarten,Netherlands,18.0425,-63.0548,0,0
188,2020-01-22,,Netherlands,52.1326,5.2913,0,0
189,2020-01-22,"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,0,0
190,2020-01-22,,New Zealand,-40.9006,174.886,0,0
191,2020-01-22,,Nicaragua,12.8654,-85.2072,0,0
192,2020-01-22,,Niger,17.6078,8.0817,0,0
193,2020-01-22,,Nigeria,9.082,8.6753,0,0
194,2020-01-22,,North Macedonia,41.6086,21.7453,0,0
195,2020-01-22,,Norway,60.472,8.4689,0,0
196,2020-01-22,,Oman,21.0,57.0,0,0
197,2020-01-22,,Pakistan,30.3753,69.3451,0,0
198,2020-01-22,,Panama,8.538,-80.7821,0,0
199,2020-01-22,,Papua New Guinea,-6.315,143.9555,0,0
200,2020-01-22,,Paraguay,-23.4425,-58.4438,0,0
201,2020-01-22,,Peru,-9.19,-75.0152,0,0
202,2020-01-22,,Philippines,13.0,122.0,0,0
203,2020-01-22,,Poland,51.9194,19.1451,0,0
204,2020-01-22,,Portugal,39.3999,-8.2245,0,0
205,2020-01-22,,Qatar,25.3548,51.1839,0,0
206,2020-01-22,,Romania,45.9432,24.9668,0,0
207,2020-01-22,,Russia,60.0,90.0,0,0
208,2020-01-22,,Rwanda,-1.9403,29.8739,0,0
209,2020-01-22,,Saint Kitts and Nevis,17.357822,-62.782998,0,0
210,2020-01-22,,Saint Lucia,13.9094,-60.9789,0,0
211,2020-01-22,,Saint Vincent and the Grenadines,12.9843,-61.2872,0,0
212,2020-01-22,,San Marino,43.9424,12.4578,0,0
213,2020-01-22,,Sao Tome and Principe,0.18636,6.613081,0,0
214,2020-01-22,,Saudi Arabia,24.0,45.0,0,0
215,2020-01-22,,Senegal,14.4974,-14.4524,0,0
216,2020-01-22,,Serbia,44.0165,21.0059,0,0
217,2020-01-22,,Seychelles,-4.6796,55.492,0,0
218,2020-01-22,,Sierra Leone,8.460555000000001,-11.779889,0,0
219,2020-01-22,,Singapore,1.2833,103.8333,0,0
220,2020-01-22,,Slovakia,48.669,19.699,0,0
221,2020-01-22,,Slovenia,46.1512,14.9955,0,0
222,2020-01-22,,Somalia,5.1521,46.1996,0,0
223,2020-01-22,,South Africa,-30.5595,22.9375,0,0
224,2020-01-22,,South Sudan,6.877000000000002,31.307,0,0
225,2020-01-22,,Spain,40.0,-4.0,0,0
226,2020-01-22,,Sri Lanka,7.0,81.0,0,0
227,2020-01-22,,Sudan,12.8628,30.2176,0,0
228,2020-01-22,,Suriname,3.9193,-56.0278,0,0
229,2020-01-22,,Sweden,63.0,16.0,0,0
230,2020-01-22,,Switzerland,46.8182,8.2275,0,0
231,2020-01-22,,Syria,34.802075,38.99681500000001,0,0
232,2020-01-22,,Taiwan*,23.7,121.0,1,0
233,2020-01-22,,Tanzania,-6.369,34.8888,0,0
234,2020-01-22,,Thailand,15.0,101.0,2,0
235,2020-01-22,,Timor-Leste,-8.874217,125.727539,0,0
236,2020-01-22,,Togo,8.6195,0.8248,0,0
237,2020-01-22,,Trinidad and Tobago,10.6918,-61.2225,0,0
238,2020-01-22,,Tunisia,34.0,9.0,0,0
239,2020-01-22,,Turkey,38.9637,35.2433,0,0
240,2020-01-22,,US,37.0902,-95.7129,1,0
241,2020-01-22,,Uganda,1.0,32.0,0,0
242,2020-01-22,,Ukraine,48.3794,31.1656,0,0
243,2020-01-22,,United Arab Emirates,24.0,54.0,0,0
244,2020-01-22,Bermuda,United Kingdom,32.3078,-64.7505,0,0
245,2020-01-22,Cayman Islands,United Kingdom,19.3133,-81.2546,0,0
246,2020-01-22,Channel Islands,United Kingdom,49.3723,-2.3644,0,0
247,2020-01-22,Gibraltar,United Kingdom,36.1408,-5.3536,0,0
248,2020-01-22,Isle of Man,United Kingdom,54.2361,-4.5481,0,0
249,2020-01-22,Montserrat,United Kingdom,16.7425,-62.1874,0,0
250,2020-01-22,,United Kingdom,55.3781,-3.4360000000000004,0,0
251,2020-01-22,Anguilla,United Kingdom,18.2206,-63.0686,0,0
252,2020-01-22,British Virgin Islands,United Kingdom,18.4207,-64.64,0,0
253,2020-01-22,Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,0,0
254,2020-01-22,Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,0,0
255,2020-01-22,,Uruguay,-32.5228,-55.7658,0,0
256,2020-01-22,,Uzbekistan,41.3775,64.5853,0,0
257,2020-01-22,,Venezuela,6.4238,-66.5897,0,0
258,2020-01-22,,Vietnam,16.0,108.0,0,0
259,2020-01-22,,West Bank and Gaza,31.9522,35.2332,0,0
260,2020-01-22,,Western Sahara,24.2155,-12.8858,0,0
261,2020-01-22,,Yemen,15.552727,48.516388,0,0
262,2020-01-22,,Zambia,-15.4167,28.2833,0,0
263,2020-01-22,,Zimbabwe,-20.0,30.0,0,0
264,2020-01-23,,Afghanistan,33.0,65.0,0,0
265,2020-01-23,,Albania,41.1533,20.1683,0,0
266,2020-01-23,,Algeria,28.0339,1.6596,0,0
267,2020-01-23,,Andorra,42.5063,1.5218,0,0
268,2020-01-23,,Angola,-11.2027,17.8739,0,0
269,2020-01-23,,Antigua and Barbuda,17.0608,-61.7964,0,0
270,2020-01-23,,Argentina,-38.4161,-63.6167,0,0
271,2020-01-23,,Armenia,40.0691,45.0382,0,0
272,2020-01-23,Australian Capital Territory,Australia,-35.4735,149.0124,0,0
273,2020-01-23,New South Wales,Australia,-33.8688,151.2093,0,0
274,2020-01-23,Northern Territory,Australia,-12.4634,130.8456,0,0
275,2020-01-23,Queensland,Australia,-28.0167,153.4,0,0
276,2020-01-23,South Australia,Australia,-34.9285,138.6007,0,0
277,2020-01-23,Tasmania,Australia,-41.4545,145.9707,0,0
278,2020-01-23,Victoria,Australia,-37.8136,144.9631,0,0
279,2020-01-23,Western Australia,Australia,-31.9505,115.8605,0,0
280,2020-01-23,,Austria,47.5162,14.5501,0,0
281,2020-01-23,,Azerbaijan,40.1431,47.5769,0,0
282,2020-01-23,,Bahamas,25.0343,-77.3963,0,0
283,2020-01-23,,Bahrain,26.0275,50.55,0,0
284,2020-01-23,,Bangladesh,23.685,90.3563,0,0
285,2020-01-23,,Barbados,13.1939,-59.5432,0,0
286,2020-01-23,,Belarus,53.7098,27.9534,0,0
287,2020-01-23,,Belgium,50.8333,4.0,0,0
288,2020-01-23,,Belize,13.1939,-59.5432,0,0
289,2020-01-23,,Benin,9.3077,2.3158,0,0
290,2020-01-23,,Bhutan,27.5142,90.4336,0,0
291,2020-01-23,,Bolivia,-16.2902,-63.5887,0,0
292,2020-01-23,,Bosnia and Herzegovina,43.9159,17.6791,0,0
293,2020-01-23,,Botswana,-22.3285,24.6849,0,0
294,2020-01-23,,Brazil,-14.235,-51.9253,0,0
295,2020-01-23,,Brunei,4.5353,114.7277,0,0
296,2020-01-23,,Bulgaria,42.7339,25.4858,0,0
297,2020-01-23,,Burkina Faso,12.2383,-1.5616,0,0
298,2020-01-23,,Burma,21.9162,95.956,0,0
299,2020-01-23,,Burundi,-3.3731,29.9189,0,0
300,2020-01-23,,Cabo Verde,16.5388,-23.0418,0,0
301,2020-01-23,,Cambodia,11.55,104.9167,0,0
302,2020-01-23,,Cameroon,3.848,11.5021,0,0
303,2020-01-23,Alberta,Canada,53.9333,-116.5765,0,0
304,2020-01-23,British Columbia,Canada,49.2827,-123.1207,0,0
305,2020-01-23,Grand Princess,Canada,37.6489,-122.6655,0,0
306,2020-01-23,Manitoba,Canada,53.7609,-98.8139,0,0
307,2020-01-23,New Brunswick,Canada,46.5653,-66.4619,0,0
308,2020-01-23,Newfoundland and Labrador,Canada,53.1355,-57.6604,0,0
309,2020-01-23,Nova Scotia,Canada,44.682,-63.7443,0,0
310,2020-01-23,Ontario,Canada,51.2538,-85.3232,0,0
311,2020-01-23,Prince Edward Island,Canada,46.5107,-63.4168,0,0
312,2020-01-23,Quebec,Canada,52.9399,-73.5491,0,0
313,2020-01-23,Saskatchewan,Canada,52.9399,-106.4509,0,0
314,2020-01-23,Diamond Princess,Canada,0.0,0.0,0,0
315,2020-01-23,Recovered,Canada,0.0,0.0,0,0
316,2020-01-23,Northwest Territories,Canada,64.8255,-124.8457,0,0
317,2020-01-23,Yukon,Canada,64.2823,-135.0,0,0
318,2020-01-23,,Central African Republic,6.6111,20.9394,0,0
319,2020-01-23,,Chad,15.4542,18.7322,0,0
320,2020-01-23,,Chile,-35.6751,-71.543,0,0
321,2020-01-23,Anhui,China,31.8257,117.2264,9,0
322,2020-01-23,Beijing,China,40.1824,116.4142,22,0
323,2020-01-23,Chongqing,China,30.0572,107.874,9,0
324,2020-01-23,Fujian,China,26.0789,117.9874,5,0
325,2020-01-23,Gansu,China,37.8099,101.0583,2,0
326,2020-01-23,Guangdong,China,23.3417,113.4244,32,0
327,2020-01-23,Guangxi,China,23.8298,108.7881,5,0
328,2020-01-23,Guizhou,China,26.8154,106.8748,3,0
329,2020-01-23,Hainan,China,19.1959,109.7453,5,0
330,2020-01-23,Hebei,China,39.549,116.1306,1,1
331,2020-01-23,Heilongjiang,China,47.862,127.7615,2,0
332,2020-01-23,Henan,China,33.882,113.614,5,0
333,2020-01-23,Hong Kong,China,22.3,114.2,2,0
334,2020-01-23,Hubei,China,30.9756,112.2707,444,17
335,2020-01-23,Hunan,China,27.6104,111.7088,9,0
336,2020-01-23,Inner Mongolia,China,44.0935,113.9448,0,0
337,2020-01-23,Jiangsu,China,32.9711,119.455,5,0
338,2020-01-23,Jiangxi,China,27.614,115.7221,7,0
339,2020-01-23,Jilin,China,43.6661,126.1923,1,0
340,2020-01-23,Liaoning,China,41.2956,122.6085,3,0
341,2020-01-23,Macau,China,22.1667,113.55,2,0
342,2020-01-23,Ningxia,China,37.2692,106.1655,1,0
343,2020-01-23,Qinghai,China,35.7452,95.9956,0,0
344,2020-01-23,Shaanxi,China,35.1917,108.8701,3,0
345,2020-01-23,Shandong,China,36.3427,118.1498,6,0
346,2020-01-23,Shanghai,China,31.202,121.4491,16,0
347,2020-01-23,Shanxi,China,37.5777,112.2922,1,0
348,2020-01-23,Sichuan,China,30.6171,102.7103,8,0
349,2020-01-23,Tianjin,China,39.3054,117.323,4,0
350,2020-01-23,Tibet,China,31.6927,88.0924,0,0
351,2020-01-23,Xinjiang,China,41.1129,85.2401,2,0
352,2020-01-23,Yunnan,China,24.974,101.487,2,0
353,2020-01-23,Zhejiang,China,29.1832,120.0934,27,0
354,2020-01-23,,Colombia,4.5709,-74.2973,0,0
355,2020-01-23,,Congo (Brazzaville),-4.0383,21.7587,0,0
356,2020-01-23,,Congo (Kinshasa),-4.0383,21.7587,0,0
357,2020-01-23,,Costa Rica,9.7489,-83.7534,0,0
358,2020-01-23,,Cote d'Ivoire,7.54,-5.5471,0,0
359,2020-01-23,,Croatia,45.1,15.2,0,0
360,2020-01-23,,Cuba,22.0,-80.0,0,0
361,2020-01-23,,Cyprus,35.1264,33.4299,0,0
362,2020-01-23,,Czechia,49.8175,15.473,0,0
363,2020-01-23,Faroe Islands,Denmark,61.8926,-6.9118,0,0
364,2020-01-23,Greenland,Denmark,71.7069,-42.6043,0,0
365,2020-01-23,,Denmark,56.2639,9.5018,0,0
366,2020-01-23,,Diamond Princess,0.0,0.0,0,0
367,2020-01-23,,Djibouti,11.8251,42.5903,0,0
368,2020-01-23,,Dominica,15.415,-61.371,0,0
369,2020-01-23,,Dominican Republic,18.7357,-70.1627,0,0
370,2020-01-23,,Ecuador,-1.8312,-78.1834,0,0
371,2020-01-23,,Egypt,26.0,30.0,0,0
372,2020-01-23,,El Salvador,13.7942,-88.8965,0,0
373,2020-01-23,,Equatorial Guinea,1.5,10.0,0,0
374,2020-01-23,,Eritrea,15.1794,39.7823,0,0
375,2020-01-23,,Estonia,58.5953,25.0136,0,0
376,2020-01-23,,Eswatini,-26.5225,31.4659,0,0
377,2020-01-23,,Ethiopia,9.145,40.4897,0,0
378,2020-01-23,,Fiji,-17.7134,178.065,0,0
379,2020-01-23,,Finland,64.0,26.0,0,0
380,2020-01-23,French Guiana,France,3.9339,-53.1258,0,0
381,2020-01-23,French Polynesia,France,-17.6797,149.4068,0,0
382,2020-01-23,Guadeloupe,France,16.25,-61.5833,0,0
383,2020-01-23,Mayotte,France,-12.8275,45.1662,0,0
384,2020-01-23,New Caledonia,France,-20.9043,165.618,0,0
385,2020-01-23,Reunion,France,-21.1351,55.2471,0,0
386,2020-01-23,Saint Barthelemy,France,17.9,-62.8333,0,0
387,2020-01-23,St Martin,France,18.0708,-63.0501,0,0
388,2020-01-23,Martinique,France,14.6415,-61.0242,0,0
389,2020-01-23,,France,46.2276,2.2137,0,0
390,2020-01-23,Saint Pierre and Miquelon,France,46.8852,-56.3159,0,0
391,2020-01-23,,Gabon,-0.8037,11.6094,0,0
392,2020-01-23,,Gambia,13.4432,-15.3101,0,0
393,2020-01-23,,Georgia,42.3154,43.3569,0,0
394,2020-01-23,,Germany,51.0,9.0,0,0
395,2020-01-23,,Ghana,7.9465,-1.0232,0,0
396,2020-01-23,,Greece,39.0742,21.8243,0,0
397,2020-01-23,,Grenada,12.1165,-61.679,0,0
398,2020-01-23,,Guatemala,15.7835,-90.2308,0,0
399,2020-01-23,,Guinea,9.9456,-9.6966,0,0
400,2020-01-23,,Guinea-Bissau,11.8037,-15.1804,0,0
401,2020-01-23,,Guyana,5.0,-58.75,0,0
402,2020-01-23,,Haiti,18.9712,-72.2852,0,0
403,2020-01-23,,Holy See,41.9029,12.4534,0,0
404,2020-01-23,,Honduras,15.2,-86.2419,0,0
405,2020-01-23,,Hungary,47.1625,19.5033,0,0
406,2020-01-23,,Iceland,64.9631,-19.0208,0,0
407,2020-01-23,,India,21.0,78.0,0,0
408,2020-01-23,,Indonesia,-0.7893,113.9213,0,0
409,2020-01-23,,Iran,32.0,53.0,0,0
410,2020-01-23,,Iraq,33.0,44.0,0,0
411,2020-01-23,,Ireland,53.1424,-7.6921,0,0
412,2020-01-23,,Israel,31.0,35.0,0,0
413,2020-01-23,,Italy,43.0,12.0,0,0
414,2020-01-23,,Jamaica,18.1096,-77.2975,0,0
415,2020-01-23,,Japan,36.0,138.0,2,0
416,2020-01-23,,Jordan,31.24,36.51,0,0
417,2020-01-23,,Kazakhstan,48.0196,66.9237,0,0
418,2020-01-23,,Kenya,-0.0236,37.9062,0,0
419,2020-01-23,,"Korea, South",36.0,128.0,1,0
420,2020-01-23,,Kosovo,42.602636,20.902977,0,0
421,2020-01-23,,Kuwait,29.5,47.75,0,0
422,2020-01-23,,Kyrgyzstan,41.2044,74.7661,0,0
423,2020-01-23,,Laos,19.85627,102.495496,0,0
424,2020-01-23,,Latvia,56.8796,24.6032,0,0
425,2020-01-23,,Lebanon,33.8547,35.8623,0,0
426,2020-01-23,,Liberia,6.4281,-9.4295,0,0
427,2020-01-23,,Libya,26.3351,17.228331,0,0
428,2020-01-23,,Liechtenstein,47.14,9.55,0,0
429,2020-01-23,,Lithuania,55.1694,23.8813,0,0
430,2020-01-23,,Luxembourg,49.8153,6.1296,0,0
431,2020-01-23,,MS Zaandam,0.0,0.0,0,0
432,2020-01-23,,Madagascar,-18.7669,46.8691,0,0
433,2020-01-23,,Malawi,-13.254307999999998,34.301525,0,0
434,2020-01-23,,Malaysia,2.5,112.5,0,0
435,2020-01-23,,Maldives,3.2028,73.2207,0,0
436,2020-01-23,,Mali,17.570692,-3.996166000000001,0,0
437,2020-01-23,,Malta,35.9375,14.3754,0,0
438,2020-01-23,,Mauritania,21.0079,10.9408,0,0
439,2020-01-23,,Mauritius,-20.2,57.5,0,0
440,2020-01-23,,Mexico,23.6345,-102.5528,0,0
441,2020-01-23,,Moldova,47.4116,28.3699,0,0
442,2020-01-23,,Monaco,43.7333,7.4167,0,0
443,2020-01-23,,Mongolia,46.8625,103.8467,0,0
444,2020-01-23,,Montenegro,42.5,19.3,0,0
445,2020-01-23,,Morocco,31.7917,-7.0926,0,0
446,2020-01-23,,Mozambique,-18.665695,35.529562,0,0
447,2020-01-23,,Namibia,-22.9576,18.4904,0,0
448,2020-01-23,,Nepal,28.1667,84.25,0,0
449,2020-01-23,Aruba,Netherlands,12.5186,-70.0358,0,0
450,2020-01-23,Curacao,Netherlands,12.1696,-68.99,0,0
